"prot_id" "length" "nr_p"
"17947" "ENSP00000455068" 293 24
"17948" "ENSP00000455079" 239 25
"17949" "ENSP00000455099" 163 24
"17950" "ENSP00000455106" 746 66
"17951" "ENSP00000455132" 124 17
"17952" "ENSP00000455169" 525 28
"17953" "ENSP00000455215" 693 37
"17954" "ENSP00000455229" 493 26
"17955" "ENSP00000455265" 869 99
"17956" "ENSP00000455298" 625 31
"17957" "ENSP00000455385" 223 12
"17958" "ENSP00000455397" 281 14
"17959" "ENSP00000455426" 1284 62
"17960" "ENSP00000455434" 198 13
"17961" "ENSP00000455442" 97 10
"17962" "ENSP00000455444" 167 17
"17963" "ENSP00000455459" 373 15
"17964" "ENSP00000455469" 205 9
"17965" "ENSP00000455507" 8923 473
"17966" "ENSP00000455510" 551 46
"17967" "ENSP00000455547" 376 19
"17968" "ENSP00000455561" 152 11
"17969" "ENSP00000455585" 659 44
"17970" "ENSP00000455596" 124 17
"17971" "ENSP00000455607" 406 24
"17972" "ENSP00000455625" 112 10
"17973" "ENSP00000455643" 179 8
"17974" "ENSP00000455659" 93 12
"17975" "ENSP00000455698" 276 15
"17976" "ENSP00000455711" 348 25
"17977" "ENSP00000455771" 45 2
"17978" "ENSP00000455785" 329 19
"17979" "ENSP00000455811" 138 10
"17980" "ENSP00000455826" 631 32
"17981" "ENSP00000455854" 206 24
"17982" "ENSP00000455897" 1456 67
"17983" "ENSP00000455906" 1773 23
"17984" "ENSP00000455948" 136 11
"17985" "ENSP00000455971" 127 21
"17986" "ENSP00000456026" 107 6
"17987" "ENSP00000456206" 444 20
"17988" "ENSP00000456226" 394 60
"17989" "ENSP00000456333" 147 18
"17990" "ENSP00000456336" 92 4
"17991" "ENSP00000456337" 121 13
"17992" "ENSP00000456340" 561 25
"17993" "ENSP00000456348" 630 38
"17994" "ENSP00000456401" 632 32
"17995" "ENSP00000456405" 326 14
"17996" "ENSP00000456480" 813 40
"17997" "ENSP00000456548" 828 71
"17998" "ENSP00000456566" 245 16
"17999" "ENSP00000456594" 294 12
"18000" "ENSP00000456609" 706 47
"18001" "ENSP00000456743" 616 21
"18002" "ENSP00000456782" 345 20
"18003" "ENSP00000456850" 465 53
"18004" "ENSP00000456861" 549 47
"18005" "ENSP00000456868" 347 19
"18006" "ENSP00000456894" 632 32
"18007" "ENSP00000456927" 632 33
"18008" "ENSP00000456953" 544 15
"18009" "ENSP00000457016" 244 36
"18010" "ENSP00000457111" 37 4
"18011" "ENSP00000457161" 121 6
"18012" "ENSP00000457168" 3375 309
"18013" "ENSP00000457205" 293 26
"18014" "ENSP00000457206" 355 17
"18015" "ENSP00000457230" 414 17
"18016" "ENSP00000457241" 712 31
"18017" "ENSP00000457243" 270 39
"18018" "ENSP00000457258" 542 35
"18019" "ENSP00000457353" 379 31
"18020" "ENSP00000457380" 247 28
"18021" "ENSP00000457386" 78 1
"18022" "ENSP00000457408" 411 21
"18023" "ENSP00000457411" 802 65
"18024" "ENSP00000457421" 738 32
"18025" "ENSP00000457466" 2881 153
"18026" "ENSP00000457492" 240 12
"18027" "ENSP00000457511" 68 8
"18028" "ENSP00000457513" 169 6
"18029" "ENSP00000457539" 1097 58
"18030" "ENSP00000457593" 1548 115
"18031" "ENSP00000457625" 278 35
"18032" "ENSP00000457654" 141 5
"18033" "ENSP00000457689" 544 15
"18034" "ENSP00000457701" 87 8
"18035" "ENSP00000457703" 380 33
"18036" "ENSP00000457704" 358 19
"18037" "ENSP00000457718" 164 12
"18038" "ENSP00000457723" 305 28
"18039" "ENSP00000457733" 477 16
"18040" "ENSP00000457748" 1076 47
"18041" "ENSP00000457788" 1057 67
"18042" "ENSP00000457807" 433 14
"18043" "ENSP00000457810" 561 55
"18044" "ENSP00000457904" 632 30
"18045" "ENSP00000457935" 37 1
"18046" "ENSP00000457962" 316 64
"18047" "ENSP00000457991" 1323 66
"18048" "ENSP00000458018" 159 11
"18049" "ENSP00000458065" 424 63
"18050" "ENSP00000458075" 249 7
"18051" "ENSP00000458130" 648 39
"18052" "ENSP00000458162" 375 19
"18053" "ENSP00000458290" 472 30
"18054" "ENSP00000458316" 236 27
"18055" "ENSP00000458355" 4427 192
"18056" "ENSP00000458537" 264 12
"18057" "ENSP00000458570" 962 60
"18058" "ENSP00000458585" 470 27
"18059" "ENSP00000458663" 1608 267
"18060" "ENSP00000458715" 1004 40
"18061" "ENSP00000458762" 299 13
"18062" "ENSP00000458770" 156 11
"18063" "ENSP00000458772" 186 33
"18064" "ENSP00000458791" 353 18
"18065" "ENSP00000458832" 662 41
"18066" "ENSP00000458866" 382 34
"18067" "ENSP00000458954" 741 53
"18068" "ENSP00000458977" 486 27
"18069" "ENSP00000458986" 1309 76
"18070" "ENSP00000459028" 312 14
"18071" "ENSP00000459043" 508 24
"18072" "ENSP00000459216" 590 21
"18073" "ENSP00000459439" 518 92
"18074" "ENSP00000459451" 577 29
"18075" "ENSP00000459533" 161 24
"18076" "ENSP00000459551" 1700 177
"18077" "ENSP00000459566" 296 14
"18078" "ENSP00000459580" 363 24
"18079" "ENSP00000459615" 1071 54
"18080" "ENSP00000459799" 666 73
"18081" "ENSP00000459943" 1211 42
"18082" "ENSP00000459962" 839 38
"18083" "ENSP00000460070" 998 85
"18084" "ENSP00000460236" 807 55
"18085" "ENSP00000460274" 932 53
"18086" "ENSP00000460348" 2335 134
"18087" "ENSP00000460371" 44 2
"18088" "ENSP00000460380" 1406 96
"18089" "ENSP00000460547" 636 30
"18090" "ENSP00000460602" 563 23
"18091" "ENSP00000460665" 266 12
"18092" "ENSP00000460823" 476 35
"18093" "ENSP00000460825" 575 35
"18094" "ENSP00000460850" 413 13
"18095" "ENSP00000460871" 490 33
"18096" "ENSP00000460885" 1048 83
"18097" "ENSP00000460964" 351 15
"18098" "ENSP00000460971" 745 42
"18099" "ENSP00000461007" 839 38
"18100" "ENSP00000461269" 145 14
"18101" "ENSP00000461295" 428 23
"18102" "ENSP00000461324" 442 22
"18103" "ENSP00000461382" 573 24
"18104" "ENSP00000461386" 348 16
"18105" "ENSP00000461388" 227 22
"18106" "ENSP00000461413" 522 21
"18107" "ENSP00000461425" 573 21
"18108" "ENSP00000461433" 118 11
"18109" "ENSP00000461749" 244 13
"18110" "ENSP00000461785" 278 15
"18111" "ENSP00000461862" 929 58
"18112" "ENSP00000461930" 87 2
"18113" "ENSP00000461945" 195 9
"18114" "ENSP00000462046" 137 7
"18115" "ENSP00000462054" 416 27
"18116" "ENSP00000462099" 418 44
"18117" "ENSP00000462106" 101 3
"18118" "ENSP00000462116" 308 15
"18119" "ENSP00000462154" 2639 272
"18120" "ENSP00000462269" 340 38
"18121" "ENSP00000462309" 305 18
"18122" "ENSP00000462333" 743 49
"18123" "ENSP00000462337" 521 45
"18124" "ENSP00000462349" 220 12
"18125" "ENSP00000462355" 103 1
"18126" "ENSP00000462419" 562 72
"18127" "ENSP00000462435" 176 2
"18128" "ENSP00000462468" 543 33
"18129" "ENSP00000462521" 391 27
"18130" "ENSP00000462600" 670 39
"18131" "ENSP00000462647" 176 11
"18132" "ENSP00000462664" 740 39
"18133" "ENSP00000462667" 103 1
"18134" "ENSP00000462701" 799 52
"18135" "ENSP00000462717" 386 33
"18136" "ENSP00000462729" 843 67
"18137" "ENSP00000462745" 631 25
"18138" "ENSP00000462799" 150 10
"18139" "ENSP00000462879" 159 12
"18140" "ENSP00000462945" 351 39
"18141" "ENSP00000462963" 360 14
"18142" "ENSP00000462996" 140 12
"18143" "ENSP00000463013" 189 17
"18144" "ENSP00000463024" 112 11
"18145" "ENSP00000463027" 650 38
"18146" "ENSP00000463032" 149 4
"18147" "ENSP00000463051" 429 23
"18148" "ENSP00000463057" 164 5
"18149" "ENSP00000463058" 174 6
"18150" "ENSP00000463069" 783 96
"18151" "ENSP00000463080" 846 63
"18152" "ENSP00000463092" 114 5
"18153" "ENSP00000463151" 1247 82
"18154" "ENSP00000463154" 268 6
"18155" "ENSP00000463159" 422 25
"18156" "ENSP00000463188" 564 32
"18157" "ENSP00000463201" 71 4
"18158" "ENSP00000463233" 370 3
"18159" "ENSP00000463235" 62 7
"18160" "ENSP00000463245" 226 11
"18161" "ENSP00000463287" 323 44
"18162" "ENSP00000463325" 1465 91
"18163" "ENSP00000463334" 263 9
"18164" "ENSP00000463361" 62 1
"18165" "ENSP00000463375" 621 65
"18166" "ENSP00000463379" 228 12
"18167" "ENSP00000463393" 215 5
"18168" "ENSP00000463419" 164 5
"18169" "ENSP00000463533" 994 72
"18170" "ENSP00000463559" 172 6
"18171" "ENSP00000463574" 428 29
"18172" "ENSP00000463650" 304 22
"18173" "ENSP00000463653" 312 40
"18174" "ENSP00000463752" 294 33
"18175" "ENSP00000463762" 727 18
"18176" "ENSP00000463778" 433 15
"18177" "ENSP00000463784" 145 5
"18178" "ENSP00000463957" 3733 268
"18179" "ENSP00000463978" 465 28
"18180" "ENSP00000463981" 171 8
"18181" "ENSP00000464006" 332 26
"18182" "ENSP00000464030" 716 31
"18183" "ENSP00000464036" 795 41
"18184" "ENSP00000464040" 99 7
"18185" "ENSP00000464050" 938 52
"18186" "ENSP00000464060" 236 11
"18187" "ENSP00000464087" 5207 237
"18188" "ENSP00000464145" 478 52
"18189" "ENSP00000464162" 1923 114
"18190" "ENSP00000464167" 110 15
"18191" "ENSP00000464218" 521 20
"18192" "ENSP00000464258" 139 11
"18193" "ENSP00000464265" 229 8
"18194" "ENSP00000464272" 175 16
"18195" "ENSP00000464275" 396 15
"18196" "ENSP00000464317" 1940 30
"18197" "ENSP00000464327" 179 9
"18198" "ENSP00000464330" 685 36
"18199" "ENSP00000464342" 105 3
"18200" "ENSP00000464383" 121 9
"18201" "ENSP00000464411" 190 10
"18202" "ENSP00000464443" 158 3
"18203" "ENSP00000464522" 209 6
"18204" "ENSP00000464535" 1634 174
"18205" "ENSP00000464619" 164 5
"18206" "ENSP00000464743" 114 13
"18207" "ENSP00000464780" 304 16
"18208" "ENSP00000464788" 597 21
"18209" "ENSP00000464813" 136 6
"18210" "ENSP00000464814" 593 46
"18211" "ENSP00000464872" 540 15
"18212" "ENSP00000464890" 328 36
"18213" "ENSP00000464893" 810 73
"18214" "ENSP00000464932" 449 11
"18215" "ENSP00000464955" 277 16
"18216" "ENSP00000464956" 104 6
"18217" "ENSP00000464976" 1090 40
"18218" "ENSP00000465039" 833 77
"18219" "ENSP00000465075" 197 4
"18220" "ENSP00000465099" 512 71
"18221" "ENSP00000465121" 803 29
"18222" "ENSP00000465204" 330 12
"18223" "ENSP00000465212" 120 10
"18224" "ENSP00000465213" 220 9
"18225" "ENSP00000465231" 765 26
"18226" "ENSP00000465260" 453 45
"18227" "ENSP00000465261" 805 43
"18228" "ENSP00000465295" 453 16
"18229" "ENSP00000465356" 83 4
"18230" "ENSP00000465368" 111 7
"18231" "ENSP00000465419" 928 63
"18232" "ENSP00000465432" 99 6
"18233" "ENSP00000465500" 616 52
"18234" "ENSP00000465517" 220 11
"18235" "ENSP00000465578" 563 18
"18236" "ENSP00000465589" 666 26
"18237" "ENSP00000465617" 223 25
"18238" "ENSP00000465620" 214 21
"18239" "ENSP00000465638" 134 5
"18240" "ENSP00000465676" 621 56
"18241" "ENSP00000465734" 539 50
"18242" "ENSP00000465757" 280 14
"18243" "ENSP00000465759" 1230 84
"18244" "ENSP00000465776" 396 28
"18245" "ENSP00000465894" 396 20
"18246" "ENSP00000465930" 392 22
"18247" "ENSP00000465932" 54 4
"18248" "ENSP00000465978" 293 13
"18249" "ENSP00000465992" 852 87
"18250" "ENSP00000466009" 95 9
"18251" "ENSP00000466047" 197 25
"18252" "ENSP00000466051" 552 17
"18253" "ENSP00000466058" 331 17
"18254" "ENSP00000466070" 237 9
"18255" "ENSP00000466072" 495 42
"18256" "ENSP00000466090" 267 15
"18257" "ENSP00000466121" 215 14
"18258" "ENSP00000466134" 535 43
"18259" "ENSP00000466140" 130 14
"18260" "ENSP00000466174" 463 63
"18261" "ENSP00000466214" 125 2
"18262" "ENSP00000466248" 336 43
"18263" "ENSP00000466274" 660 19
"18264" "ENSP00000466285" 1033 34
"18265" "ENSP00000466298" 249 6
"18266" "ENSP00000466363" 707 47
"18267" "ENSP00000466379" 348 21
"18268" "ENSP00000466399" 348 8
"18269" "ENSP00000466477" 273 15
"18270" "ENSP00000466514" 77 11
"18271" "ENSP00000466542" 744 60
"18272" "ENSP00000466561" 425 27
"18273" "ENSP00000466639" 169 13
"18274" "ENSP00000466680" 227 8
"18275" "ENSP00000466690" 335 5
"18276" "ENSP00000466714" 549 16
"18277" "ENSP00000466718" 195 10
"18278" "ENSP00000466775" 101 5
"18279" "ENSP00000466799" 328 20
"18280" "ENSP00000466829" 100 7
"18281" "ENSP00000466834" 272 7
"18282" "ENSP00000466880" 374 35
"18283" "ENSP00000466897" 297 13
"18284" "ENSP00000466898" 427 58
"18285" "ENSP00000466907" 264 37
"18286" "ENSP00000466933" 353 15
"18287" "ENSP00000466937" 1622 109
"18288" "ENSP00000466953" 430 41
"18289" "ENSP00000466967" 659 44
"18290" "ENSP00000466971" 321 24
"18291" "ENSP00000466989" 628 70
"18292" "ENSP00000467024" 363 32
"18293" "ENSP00000467041" 123 9
"18294" "ENSP00000467083" 711 54
"18295" "ENSP00000467107" 566 59
"18296" "ENSP00000467123" 1037 40
"18297" "ENSP00000467141" 35991 2871
"18298" "ENSP00000467176" 278 18
"18299" "ENSP00000467218" 592 23
"18300" "ENSP00000467262" 56 3
"18301" "ENSP00000467266" 88 8
"18302" "ENSP00000467271" 1621 64
"18303" "ENSP00000467286" 414 20
"18304" "ENSP00000467290" 888 91
"18305" "ENSP00000467301" 305 12
"18306" "ENSP00000467423" 917 41
"18307" "ENSP00000467466" 145 8
"18308" "ENSP00000467494" 466 21
"18309" "ENSP00000467556" 1502 122
"18310" "ENSP00000467579" 261 43
"18311" "ENSP00000467723" 642 23
"18312" "ENSP00000467740" 917 9
"18313" "ENSP00000467753" 592 36
"18314" "ENSP00000467843" 172 18
"18315" "ENSP00000467931" 563 23
"18316" "ENSP00000467958" 105 8
"18317" "ENSP00000468002" 859 77
"18318" "ENSP00000468007" 58 4
"18319" "ENSP00000468025" 257 8
"18320" "ENSP00000468032" 724 33
"18321" "ENSP00000468040" 153 16
"18322" "ENSP00000468049" 436 17
"18323" "ENSP00000468057" 160 22
"18324" "ENSP00000468153" 602 21
"18325" "ENSP00000468232" 297 13
"18326" "ENSP00000468236" 127 8
"18327" "ENSP00000468263" 1116 23
"18328" "ENSP00000468271" 159 5
"18329" "ENSP00000468280" 54 5
"18330" "ENSP00000468304" 628 36
"18331" "ENSP00000468308" 541 35
"18332" "ENSP00000468312" 850 36
"18333" "ENSP00000468348" 334 21
"18334" "ENSP00000468354" 301 7
"18335" "ENSP00000468367" 282 15
"18336" "ENSP00000468411" 101 5
"18337" "ENSP00000468424" 496 34
"18338" "ENSP00000468500" 438 11
"18339" "ENSP00000468531" 481 16
"18340" "ENSP00000468633" 192 7
"18341" "ENSP00000468678" 793 80
"18342" "ENSP00000468690" 209 18
"18343" "ENSP00000468720" 499 21
"18344" "ENSP00000468767" 325 17
"18345" "ENSP00000468782" 619 58
"18346" "ENSP00000468785" 655 70
"18347" "ENSP00000468837" 132 5
"18348" "ENSP00000468897" 351 18
"18349" "ENSP00000468927" 449 49
"18350" "ENSP00000468956" 188 12
"18351" "ENSP00000468969" 106 12
"18352" "ENSP00000468980" 307 16
"18353" "ENSP00000468984" 527 30
"18354" "ENSP00000468991" 24 2
"18355" "ENSP00000469011" 188 14
"18356" "ENSP00000469029" 896 79
"18357" "ENSP00000469049" 240 10
"18358" "ENSP00000469089" 511 71
"18359" "ENSP00000469142" 590 67
"18360" "ENSP00000469205" 837 52
"18361" "ENSP00000469223" 423 49
"18362" "ENSP00000469240" 222 3
"18363" "ENSP00000469248" 213 23
"18364" "ENSP00000469315" 256 19
"18365" "ENSP00000469332" 632 32
"18366" "ENSP00000469337" 587 47
"18367" "ENSP00000469391" 584 22
"18368" "ENSP00000469394" 188 14
"18369" "ENSP00000469413" 591 63
"18370" "ENSP00000469417" 250 17
"18371" "ENSP00000469421" 152 14
"18372" "ENSP00000469441" 180 19
"18373" "ENSP00000469445" 463 26
"18374" "ENSP00000469455" 210 20
"18375" "ENSP00000469468" 139 7
"18376" "ENSP00000469474" 707 33
"18377" "ENSP00000469582" 1252 43
"18378" "ENSP00000469588" 47 6
"18379" "ENSP00000469591" 1059 137
"18380" "ENSP00000469613" 235 25
"18381" "ENSP00000469647" 332 53
"18382" "ENSP00000469686" 407 38
"18383" "ENSP00000469689" 1849 187
"18384" "ENSP00000469705" 156 25
"18385" "ENSP00000469759" 679 39
"18386" "ENSP00000469811" 137 8
"18387" "ENSP00000469836" 206 13
"18388" "ENSP00000469863" 629 67
"18389" "ENSP00000469876" 96 2
"18390" "ENSP00000469880" 474 38
"18391" "ENSP00000469888" 140 5
"18392" "ENSP00000469958" 528 20
"18393" "ENSP00000469970" 364 20
"18394" "ENSP00000469981" 292 21
"18395" "ENSP00000469998" 417 23
"18396" "ENSP00000470034" 301 22
"18397" "ENSP00000470059" 321 12
"18398" "ENSP00000470082" 326 16
"18399" "ENSP00000470086" 62 4
"18400" "ENSP00000470087" 167 6
"18401" "ENSP00000470123" 566 66
"18402" "ENSP00000470142" 1129 69
"18403" "ENSP00000470152" 724 41
"18404" "ENSP00000470185" 189 9
"18405" "ENSP00000470209" 563 18
"18406" "ENSP00000470239" 936 35
"18407" "ENSP00000470248" 615 59
"18408" "ENSP00000470252" 1087 76
"18409" "ENSP00000470259" 551 46
"18410" "ENSP00000470262" 188 4
"18411" "ENSP00000470298" 2036 63
"18412" "ENSP00000470323" 541 30
"18413" "ENSP00000470381" 522 16
"18414" "ENSP00000470383" 97 2
"18415" "ENSP00000470389" 81 4
"18416" "ENSP00000470441" 329 60
"18417" "ENSP00000470478" 3231 164
"18418" "ENSP00000470488" 652 19
"18419" "ENSP00000470498" 2809 177
"18420" "ENSP00000470539" 73 3
"18421" "ENSP00000470555" 277 19
"18422" "ENSP00000470560" 244 17
"18423" "ENSP00000470584" 180 7
"18424" "ENSP00000470652" 410 30
"18425" "ENSP00000470691" 497 38
"18426" "ENSP00000470746" 924 38
"18427" "ENSP00000470788" 662 50
"18428" "ENSP00000470801" 642 26
"18429" "ENSP00000470813" 165 21
"18430" "ENSP00000470879" 342 31
"18431" "ENSP00000470910" 169 14
"18432" "ENSP00000470969" 132 11
"18433" "ENSP00000470972" 145 5
"18434" "ENSP00000471000" 781 23
"18435" "ENSP00000471017" 315 18
"18436" "ENSP00000471077" 166 6
"18437" "ENSP00000471126" 118 8
"18438" "ENSP00000471191" 522 34
"18439" "ENSP00000471224" 192 29
"18440" "ENSP00000471242" 1076 68
"18441" "ENSP00000471252" 1146 45
"18442" "ENSP00000471272" 231 28
"18443" "ENSP00000471277" 402 16
"18444" "ENSP00000471299" 334 37
"18445" "ENSP00000471331" 531 34
"18446" "ENSP00000471417" 528 13
"18447" "ENSP00000471418" 189 9
"18448" "ENSP00000471454" 512 29
"18449" "ENSP00000471455" 223 11
"18450" "ENSP00000471457" 2022 95
"18451" "ENSP00000471463" 117 13
"18452" "ENSP00000471477" 209 26
"18453" "ENSP00000471493" 350 16
"18454" "ENSP00000471502" 713 49
"18455" "ENSP00000471516" 616 23
"18456" "ENSP00000471536" 246 16
"18457" "ENSP00000471549" 742 23
"18458" "ENSP00000471575" 194 11
"18459" "ENSP00000471593" 622 16
"18460" "ENSP00000471604" 409 31
"18461" "ENSP00000471613" 149 6
"18462" "ENSP00000471635" 1114 71
"18463" "ENSP00000471646" 95 2
"18464" "ENSP00000471683" 472 26
"18465" "ENSP00000471730" 125 2
"18466" "ENSP00000471735" 501 38
"18467" "ENSP00000471754" 535 20
"18468" "ENSP00000471894" 84 4
"18469" "ENSP00000471896" 452 55
"18470" "ENSP00000471905" 662 21
"18471" "ENSP00000471921" 262 28
"18472" "ENSP00000471932" 350 21
"18473" "ENSP00000471984" 102 3
"18474" "ENSP00000472109" 451 37
"18475" "ENSP00000472118" 757 55
"18476" "ENSP00000472152" 72 7
"18477" "ENSP00000472160" 148 3
"18478" "ENSP00000472249" 142 7
"18479" "ENSP00000472277" 179 7
"18480" "ENSP00000472286" 1082 75
"18481" "ENSP00000472305" 568 82
"18482" "ENSP00000472308" 267 17
"18483" "ENSP00000472316" 364 20
"18484" "ENSP00000472409" 152 9
"18485" "ENSP00000472415" 226 16
"18486" "ENSP00000472465" 588 34
"18487" "ENSP00000472467" 119 7
"18488" "ENSP00000472469" 69 2
"18489" "ENSP00000472474" 589 38
"18490" "ENSP00000472546" 551 28
"18491" "ENSP00000472619" 516 16
"18492" "ENSP00000472620" 337 19
"18493" "ENSP00000472681" 206 36
"18494" "ENSP00000472698" 131 12
"18495" "ENSP00000472710" 195 14
"18496" "ENSP00000472749" 45 2
"18497" "ENSP00000472802" 450 59
"18498" "ENSP00000472808" 871 34
"18499" "ENSP00000472836" 176 11
"18500" "ENSP00000472847" 520 36
"18501" "ENSP00000472867" 487 20
"18502" "ENSP00000472894" 102 6
"18503" "ENSP00000472919" 535 41
"18504" "ENSP00000472929" 845 35
"18505" "ENSP00000472959" 503 14
"18506" "ENSP00000472969" 864 27
"18507" "ENSP00000472985" 204 7
"18508" "ENSP00000472998" 437 33
"18509" "ENSP00000473001" 891 87
"18510" "ENSP00000473036" 635 37
"18511" "ENSP00000473047" 282 17
"18512" "ENSP00000473056" 46 6
"18513" "ENSP00000473091" 509 15
"18514" "ENSP00000473093" 314 24
"18515" "ENSP00000473153" 477 39
"18516" "ENSP00000473159" 330 16
"18517" "ENSP00000473163" 169 13
"18518" "ENSP00000473172" 463 12
"18519" "ENSP00000473185" 87 2
"18520" "ENSP00000473200" 203 5
"18521" "ENSP00000473212" 346 15
"18522" "ENSP00000473233" 397 33
"18523" "ENSP00000473290" 599 24
"18524" "ENSP00000473348" 802 48
"18525" "ENSP00000473370" 385 11
"18526" "ENSP00000473381" 228 15
"18527" "ENSP00000473383" 334 12
"18528" "ENSP00000473384" 1385 80
"18529" "ENSP00000473391" 469 26
"18530" "ENSP00000473411" 181 23
"18531" "ENSP00000473444" 150 15
"18532" "ENSP00000473474" 422 25
"18533" "ENSP00000473493" 275 13
"18534" "ENSP00000473553" 391 24
"18535" "ENSP00000473565" 1909 138
"18536" "ENSP00000473631" 504 15
"18537" "ENSP00000473658" 441 20
"18538" "ENSP00000473686" 24 3
"18539" "ENSP00000473842" 366 23
"18540" "ENSP00000473853" 520 37
"18541" "ENSP00000473871" 110 10
"18542" "ENSP00000473929" 144 11
"18543" "ENSP00000473941" 570 38
"18544" "ENSP00000473983" 343 12
"18545" "ENSP00000473990" 468 29
"18546" "ENSP00000474003" 450 19
"18547" "ENSP00000474032" 352 22
"18548" "ENSP00000474071" 696 97
"18549" "ENSP00000474090" 374 19
"18550" "ENSP00000474096" 592 18
"18551" "ENSP00000474135" 116 4
"18552" "ENSP00000474182" 132 3
"18553" "ENSP00000474204" 777 63
"18554" "ENSP00000474230" 203 7
"18555" "ENSP00000474246" 233 6
"18556" "ENSP00000474279" 94 14
"18557" "ENSP00000474385" 722 30
"18558" "ENSP00000474388" 777 63
"18559" "ENSP00000474412" 91 7
"18560" "ENSP00000474456" 1139 57
"18561" "ENSP00000474487" 337 29
"18562" "ENSP00000474529" 880 110
"18563" "ENSP00000474534" 261 10
"18564" "ENSP00000474560" 331 11
"18565" "ENSP00000474570" 24 0
"18566" "ENSP00000474632" 189 9
"18567" "ENSP00000474720" 558 34
"18568" "ENSP00000474823" 251 6
"18569" "ENSP00000474840" 24 1
"18570" "ENSP00000474850" 452 21
"18571" "ENSP00000474861" 24 0
"18572" "ENSP00000474988" 382 32
"18573" "ENSP00000475001" 122 18
"18574" "ENSP00000475025" 201 6
"18575" "ENSP00000475027" 286 19
"18576" "ENSP00000475028" 536 31
"18577" "ENSP00000475068" 97 7
"18578" "ENSP00000475084" 1548 94
"18579" "ENSP00000475146" 174 13
"18580" "ENSP00000475168" 196 11
"18581" "ENSP00000475189" 496 71
"18582" "ENSP00000475216" 579 104
"18583" "ENSP00000475227" 169 13
